Time,Forces,Platform Position
168855202.0,-1.69,0.0
168855799.0,-1.69,0.0
168856396.0,-1.69,0.0
168856993.0,-1.69,0.0
168857590.0,-1.69,0.0
168858186.0,-1.69,0.0
168858783.0,-1.69,0.0
168859380.0,-1.69,0.0
168859977.0,-1.69,0.0
168860574.0,-1.69,0.0
168861171.0,-1.69,0.0
168861768.0,-1.69,0.0
168862365.0,-1.69,0.0
168862962.0,-1.69,0.0
168863559.0,-1.69,0.0
168864156.0,-1.69,0.0
168864753.0,-1.69,0.0
168865349.0,-1.69,0.0
168865946.0,-1.69,0.0
168866543.0,-1.69,0.0
168867140.0,-1.69,0.0
168867737.0,-1.69,0.0
168868334.0,-1.69,0.0
168868931.0,-1.69,0.0
168869528.0,-1.69,0.0
168870125.0,-1.69,0.0
168870721.0,-1.69,0.0
168871318.0,-1.69,0.0
168871915.0,-1.69,0.0
168872512.0,-1.69,0.0
168873109.0,-1.69,0.0
168873706.0,-1.69,0.0
168874303.0,-1.69,0.0
168874900.0,-1.68,0.0
168875497.0,-1.69,0.0
168876094.0,-1.68,0.0
168876691.0,-1.69,0.0
168877288.0,-1.68,0.0
168877884.0,-1.69,0.0
168878481.0,-1.68,0.0
168879078.0,-1.69,0.0
168879675.0,-1.68,0.0
168880272.0,-1.69,0.0
168880869.0,-1.68,0.0
168881466.0,-1.69,0.0
168882063.0,-1.68,0.0
168882660.0,-1.69,0.0
168883257.0,-1.68,0.0
168883854.0,-1.69,0.0
168884450.0,-1.68,0.0
168885047.0,-1.69,0.0
168885644.0,-1.68,0.0
168886241.0,-1.69,0.0
168886838.0,-1.68,0.0
168887435.0,-1.69,0.0
168888032.0,-1.68,0.0
168888629.0,-1.69,0.0
168889226.0,-1.68,0.0
168889823.0,-1.69,0.0
168890420.0,-1.68,0.0
168891017.0,-1.69,0.0
168891614.0,-1.68,0.0
168892210.0,-1.69,0.0
168892807.0,-1.68,0.0
168893404.0,-1.69,0.0
168894001.0,-1.68,0.0
168894598.0,-1.69,0.0
168895195.0,-1.68,0.0
168895792.0,-1.69,0.0
168896389.0,-1.68,0.0
168896986.0,-1.69,0.0
168897583.0,-1.68,0.0
168898180.0,-1.69,0.0
168898777.0,-1.68,0.0
168899374.0,-1.69,0.0
168899971.0,-1.68,0.0
168900567.0,-1.69,0.0
168901164.0,-1.68,0.0
168901761.0,-1.69,0.0
168902358.0,-1.68,0.0
168902955.0,-1.69,0.0
168903552.0,-1.68,0.0
168904149.0,-1.69,0.0
168904746.0,-1.68,0.0
168905342.0,-1.69,0.0
168905939.0,-1.68,0.0
168906536.0,-1.69,0.0
168907133.0,-1.68,0.0
168907730.0,-1.69,0.0
168908327.0,-1.68,0.0
168908924.0,-1.69,0.0
168909521.0,-1.68,0.0
168910117.0,-1.69,0.0
168910714.0,-1.68,0.0
168911311.0,-1.69,0.0
168911908.0,-1.68,0.0
168912505.0,-1.69,0.0
168913102.0,-1.68,0.0
168913699.0,-1.69,0.0
168914296.0,-1.68,0.0
168914893.0,-1.69,0.0
168915490.0,-1.68,0.0
168916086.0,-1.69,0.0
168916683.0,-1.68,0.0
168917280.0,-1.69,0.0
168917877.0,-1.68,0.0
168918474.0,-1.69,0.0
168919071.0,-1.68,0.0
168919668.0,-1.69,0.0
168920265.0,-1.68,0.0
168920862.0,-1.69,0.0
168921459.0,-1.68,0.0
168922056.0,-1.69,0.0
168922653.0,-1.68,0.0
168923250.0,-1.69,0.0
168923847.0,-1.68,0.0
168924443.0,-1.69,0.0
168925040.0,-1.68,0.0
168925637.0,-1.69,0.0
168926234.0,-1.68,0.0
168926831.0,-1.69,0.0
168927428.0,-1.68,0.0
168928025.0,-1.69,0.0
168928622.0,-1.68,0.0
168929219.0,-1.69,0.0
168929816.0,-1.68,0.0
168930412.0,-1.69,0.0
168931010.0,-1.68,0.0
168931606.0,-1.69,0.0
168932203.0,-1.68,0.0
168932800.0,-1.69,0.0
168933397.0,-1.68,0.0
168933994.0,-1.69,0.0
168934591.0,-1.68,0.0
168935188.0,-1.69,0.0
168935785.0,-1.68,0.0
168936382.0,-1.69,0.0
168936979.0,-1.68,0.0
168937575.0,-1.69,0.0
168938172.0,-1.68,0.0
168938769.0,-1.69,0.0
168939366.0,-1.68,0.0
168939963.0,-1.69,0.0
168940560.0,-1.68,0.0
168941157.0,-1.69,0.0
168941754.0,-1.68,0.0
168942351.0,-1.69,0.0
168942948.0,-1.68,0.0
168943545.0,-1.69,0.0
168944142.0,-1.68,0.0
168944739.0,-1.69,0.0
168945336.0,-1.68,0.0
168945932.0,-1.69,0.0
168946529.0,-1.68,0.0
168947126.0,-1.69,0.0
168947723.0,-1.68,0.0
168948320.0,-1.69,0.0
168948917.0,-1.68,0.0
168949514.0,-1.69,0.0
168950110.0,-1.68,0.0
168950707.0,-1.69,0.0
168951304.0,-1.68,0.0
168951901.0,-1.69,0.0
168952498.0,-1.68,0.0
168953095.0,-1.69,0.0
168953692.0,-1.68,0.0
168954289.0,-1.69,0.0
168954886.0,-1.68,0.0
168955483.0,-1.69,0.0
168956079.0,-1.68,0.0
168956676.0,-1.69,0.0
168957273.0,-1.68,0.0
168957870.0,-1.69,0.0
168958467.0,-1.68,0.0
168959064.0,-1.69,0.0
168959661.0,-1.68,0.0
168960258.0,-1.69,0.0
168960855.0,-1.68,0.0
168961451.0,-1.69,0.0
168962048.0,-1.68,0.0
168962645.0,-1.69,0.0
168963242.0,-1.68,0.0
168963839.0,-1.69,0.0
168964436.0,-1.68,0.0
168965033.0,-1.69,0.0
168965630.0,-1.68,0.0
168966227.0,-1.69,0.0
168966824.0,-1.68,0.0
168967421.0,-1.69,0.0
168968018.0,-1.68,0.0
168968615.0,-1.69,0.0
168969211.0,-1.68,0.0
168969808.0,-1.69,0.0
168970405.0,-1.68,0.0
168971002.0,-1.69,0.0
168971599.0,-1.68,0.0
168972196.0,-1.69,0.0
168972793.0,-1.68,0.0
168973390.0,-1.69,0.0
168973987.0,-1.66,0.0
168974584.0,-1.67,0.0
168975181.0,-1.66,0.0
168975778.0,-1.67,0.0
168976375.0,-1.66,0.0
168976972.0,-1.67,0.0
168977569.0,-1.66,0.0
168978165.0,-1.67,0.0
168978762.0,-1.66,0.0
168979359.0,-1.67,0.0
168979956.0,-1.66,0.0
168980553.0,-1.67,0.0
168981150.0,-1.66,0.0
168981747.0,-1.67,0.0
168982344.0,-1.66,0.0
168982941.0,-1.67,0.0
168983537.0,-1.66,0.0
168984134.0,-1.67,0.0
168984731.0,-1.66,0.0
168985328.0,-1.67,0.0
168985925.0,-1.66,0.0
168986522.0,-1.67,0.0
168987119.0,-1.66,0.0
168987716.0,-1.67,0.0
168988312.0,-1.66,0.0
168988909.0,-1.67,0.0
168989506.0,-1.66,0.0
168990103.0,-1.67,0.0
168990700.0,-1.66,0.0
