Time,Forces,Platform Position
3485.0,-1.05,0.0
3486.0,-1.05,0.0
3486.0,-1.18,0.0
3487.0,-1.19,0.0
3487.0,-1.18,0.0
3488.0,-1.19,0.0
3489.0,-1.18,0.0
3489.0,-1.19,0.0
3490.0,-1.23,0.0
3490.0,-1.23,0.0
3491.0,-1.23,0.0
3491.0,-1.23,0.0
3492.0,-1.23,0.0
3493.0,-0.66,0.0
3493.0,-0.66,0.0
3494.0,-0.66,0.0
3495.0,-0.66,0.0
3495.0,-0.66,0.0
3496.0,-0.61,0.0
3496.0,-0.61,0.0
3497.0,-0.61,0.0
3497.0,-0.61,0.0
3498.0,-0.61,0.0
3499.0,-0.61,0.0
3499.0,-0.8,0.0
3500.0,-0.8,0.0
3500.0,-0.8,0.0
3501.0,-0.8,0.0
3502.0,-0.8,0.0
3502.0,-1.01,0.0
3503.0,-1.01,0.0
3503.0,-1.01,0.0
3504.0,-1.01,0.0
3505.0,-1.01,0.0
3505.0,-1.12,0.0
3506.0,-1.13,0.0
3506.0,-1.12,0.0
3507.0,-1.13,0.0
3507.0,-1.12,0.0
3508.0,-1.13,0.0
3509.0,-1.08,0.0
3509.0,-1.08,0.0
3510.0,-1.08,0.0
3510.0,-1.08,0.0
3511.0,-1.08,0.0
3512.0,-0.74,0.0
3512.0,-0.74,0.0
3513.0,-0.74,0.0
3513.0,-0.74,0.0
3514.0,-0.74,0.0
3514.0,-0.64,0.0
3515.0,-0.64,0.0
3516.0,-0.64,0.0
3516.0,-0.64,0.0
3517.0,-0.64,0.0
3517.0,-0.73,0.0
3518.0,-0.73,0.0
3519.0,-0.73,0.0
3519.0,-0.73,0.0
3520.0,-0.73,0.0
3520.0,-0.73,0.0
3521.0,-0.78,0.0
3521.0,-0.77,0.0
3522.0,-0.78,0.0
3523.0,-0.77,0.0
3523.0,-0.78,0.0
3524.0,-0.94,0.0
3524.0,-0.94,0.0
3525.0,-0.94,0.0
3526.0,-0.94,0.0
3526.0,-0.94,0.0
3527.0,-0.96,0.0
3527.0,-0.95,0.0
3528.0,-0.96,0.0
3529.0,-0.95,0.0
3529.0,-0.96,0.0
3530.0,-0.95,0.0
3530.0,-0.78,0.0
3531.0,-0.78,0.0
3531.0,-0.78,0.0
3532.0,-0.78,0.0
3533.0,-0.78,0.0
3533.0,-0.48,0.0
3534.0,-0.48,0.0
3534.0,-0.48,0.0
3535.0,-0.48,0.0
3536.0,-0.48,0.0
3536.0,-0.71,0.0
3537.0,-0.71,0.0
3537.0,-0.71,0.0
3538.0,-0.71,0.0
3539.0,-0.71,0.0
3539.0,-0.71,0.0
3540.0,-0.66,0.0
3540.0,-0.66,0.0
3541.0,-0.66,0.0
3541.0,-0.66,0.0
3542.0,-0.66,0.0
3543.0,-0.59,0.0
3543.0,-0.59,0.0
3544.0,-0.59,0.0
3544.0,-0.59,0.0
3545.0,-0.59,0.0
3546.0,-0.87,0.0
3546.0,-0.87,0.0
3547.0,-0.87,0.0
3547.0,-0.87,0.0
3548.0,-0.87,0.0
3548.0,-0.87,0.0
3549.0,-0.83,0.0
3550.0,-0.82,0.0
3550.0,-0.83,0.0
3551.0,-0.82,0.0
3551.0,-0.83,0.0
3552.0,-0.77,0.0
3553.0,-0.77,0.0
3553.0,-0.77,0.0
3554.0,-0.77,0.0
3554.0,-0.77,0.0
3555.0,-0.68,0.0
3556.0,-0.68,0.0
3556.0,-0.68,0.0
3557.0,-0.68,0.0
3557.0,-0.68,0.0
3558.0,-0.68,0.0
3558.0,-0.67,0.0
3559.0,-0.67,0.0
3560.0,-0.67,0.0
3560.0,-0.67,0.0
3561.0,-0.67,0.0
3561.0,-1.11,0.0
3562.0,-1.11,0.0
3563.0,-1.11,0.0
3563.0,-1.11,0.0
3564.0,-1.11,0.0
3564.0,-1.15,0.0
3565.0,-1.15,0.0
3565.0,-1.15,0.0
3566.0,-1.15,0.0
3567.0,-1.15,0.0
3567.0,-1.15,0.0
3568.0,-0.82,0.0
3568.0,-0.81,0.0
3569.0,-0.82,0.0
3570.0,-0.81,0.0
3570.0,-0.82,0.0
3571.0,-0.85,0.0
